OID,ID,DIR,LENGTH,BPHCODE,BPHSEG,AUTHORITY,AUTHCODE,TRAFAUTH,TRAFCODE,STREETNAME,STREETCODE,ROADNAME,START_,LAT_START,LON_START,FINISH,LAT_END,LON_END,BPHDIR,BPHType,Usable,Infra,RoadType,BPHPlace,DirType,DirTraffic,Topology,DIV_Veh,DIV_Walk,Signpost,Parking,Level_,Paint,Trees,TWIDTH,TWIDTHWAY,LENGTH_M,MAX_SLOPE,OPEN_YEAR,LASTCHANGE,Shape_Length
-1,2218,0,23.570000000000000, ,3,הרצליה,6400,הרצליה,6400,וינגייט,0616, , ,674643.780000000027940,181578.200000000011642, ,674666.829999999958090,181582.809999999997672,צפון,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,קו הפרדה,,לא,ביניים,ללא,אין,210,105.000000000000000,23.570000000000000,0.000000000000000,0,30/11/2023 00:00:00,23.571814417358432
-1,2219,0,76.879999999999995, ,4,הרצליה,6400,הרצליה,6400,וינגייט,0616, , ,674666.829999999958090,181582.809999999997672,סטרומה,674743.319999999948777,181589.600000000005821,צפון,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,קו הפרדה,,כן,ביניים,ללא,בצד אחד,210,105.000000000000000,76.879999999999995,0.000000000000000,0,30/11/2023 00:00:00,76.884694432625849
-1,2220,0,22.480000000000000, ,1,הרצליה,6400,הרצליה,6400,החושלים,0715, ,הסדנאות,674071.900000000023283,181787.089999999996508,ישעיהו ליבוביץ',674085.500000000000000,181769.869999999995343,צ-מע,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,קו הפרדה,,לא,מדרכה,ללא,בצד אחד,230,115.000000000000000,22.480000000000000,0.000000000000000,0,30/11/2023 00:00:00,22.482748802545064
-1,2221,0,16.690000000000001, ,4,הרצליה,6400,הרצליה,6400,הסדנאות,0707, ,המנופים,674230.770000000018626,181889.269999999989523,המנופים,674216.270000000018626,181881.010000000009313,דר-מע,שביל (ג),שמיש,אספלט,עירוני משני,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,הפרדה פיזית קלה,נפרד לאופניים וה""ר,לא,מדרכה,ללא,בשני צדדים,200,100.000000000000000,16.690000000000001,0.000000000000000,0,30/11/2023 00:00:00,16.687518782532003
-1,2222,0,31.079999999999998, ,1,הרצליה,6400,הרצליה,6400,הסדנאות,0707, ,שדרות אבא אבן,674388.260000000009313,181972.010000000009313,ת.אוטובוס הסדנאות/שדרות א,674360.589999999967404,181957.859999999986030,דר-מע,שביל (ג),שמיש,אספלט,עירוני משני,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,הפרדה פיזית קלה,נפרד לאופניים וה""ר,לא,מדרכה,ללא,אין,190,95.000000000000000,31.079999999999998,0.000000000000000,0,30/11/2023 00:00:00,31.082542571224959
-1,2223,0,22.320000000000000, ,1,הרצליה,6400,הרצליה,6400,שדרות אבא אבן,0713, ,הסדנאות,674407.219999999972060,182002.649999999994179, ,674396.510000000009313,182022.230000000010477,דר-מז,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,הפרדה פיזית קלה,,לא,ביניים,ללא,בצד אחד,170,85.000000000000000,22.320000000000000,0.000000000000000,0,30/11/2023 00:00:00,22.322522286247832
-1,2224,0,53.969999999999999, ,4,הרצליה,6400,הרצליה,6400,שדרות אבא אבן,0713, ,חניון מגדלי אקרשטיין,674356.550000000046566,182093.019999999989523,אחרי ת.אוטובוס אבא אבן/ מש,674328.209999999962747,182138.940000000002328,דר-מז,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד לדופן המגרש,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,קו הפרדה,,לא,מדרכה,ללא,בצד אחד,170,85.000000000000000,53.969999999999999,0.000000000000000,0,30/11/2023 00:00:00,53.966536705232414
-1,2225,0,61.289999999999999, ,1,הרצליה,6400,הרצליה,6400,ישעיהו ליבוביץ',0701, ,שדרות אבא אבן,674450.969999999972060,181869.519999999989523, ,674393.489999999990687,181848.559999999997672,דרום,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,לא רלוונטי,,לא,מדרכה,ללא,בצד אחד,190,95.000000000000000,61.289999999999999,0.000000000000000,0,30/11/2023 00:00:00,61.288652333814412
-1,2226,0,293.060000000000002, ,2,הרצליה,6400,הרצליה,6400,ישעיהו ליבוביץ',0701, , ,674375.319999999948777,181843.019999999989523,החושלים,674101.569999999948777,181742.760000000009313,דרום,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,לא רלוונטי,,לא,מדרכה,ללא,בצד אחד,190,95.000000000000000,293.060000000000002,0.000000000000000,0,30/11/2023 00:00:00,293.060491023202701
-1,2227,0,47.390000000000001, ,2,הרצליה,6400,הרצליה,6400,עדה לאבלייס,0137, ,ישעיהו ליבוביץ',673738.719999999972060,181652.739999999990687, ,673718.270000000018626,181695.489999999990687,דר-מז,שביל (ג),שמיש,אספלט,עירוני משני,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,צמוד להולכי רגל,,לא,מדרכה,ללא,בצד אחד,200,100.000000000000000,47.390000000000001,0.000000000000000,0,30/11/2023 00:00:00,47.392746935411381
-1,2228,0,28.850000000000001, ,1,הרצליה,6400,הרצליה,6400,אריה שנקר,0708, ,עדה לאבלייס,673641.920000000041910,181890.489999999990687, ,673661.579999999958090,181910.750000000000000,צ-מז,שביל (ג),שמיש,אספלט,עירוני משני,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,צמוד להולכי רגל,,לא,מדרכה,ללא,בצד אחד,200,100.000000000000000,28.850000000000001,0.000000000000000,0,30/11/2023 00:00:00,28.851387521331120
-1,2230,0,35.140000000000001, ,5,הרצליה,6400,הרצליה,6400,ישעיהו ליבוביץ',0701, ,אלן טיורינג,673893.939999999944121,181633.320000000006985, ,673862.170000000041910,181618.299999999988358,דר-מע,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,הפרדה פיזית קלה,,לא,מדרכה,ללא,בצד אחד,190,95.000000000000000,35.140000000000001,0.000000000000000,0,30/11/2023 00:00:00,35.143437630902227
-1,2231,0,64.390000000000001, ,6,הרצליה,6400,הרצליה,6400,ישעיהו ליבוביץ',0701, , ,673826.630000000004657,181601.369999999995343,עדה לאבלייס,673768.400000000023283,181573.890000000013970,דר-מע,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,הפרדה פיזית קלה,,לא,מדרכה,ללא,בשני צדדים,190,95.000000000000000,64.390000000000001,0.000000000000000,0,30/11/2023 00:00:00,64.386363477264311
-1,2232,0,132.620000000000005, ,7,הרצליה,6400,הרצליה,6400,ישעיהו ליבוביץ',0701, ,עדה לאבלייס,673759.770000000018626,181569.799999999988358,דרך אלטנוילנד,673638.880000000004657,181515.299999999988358,דר-מע,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,הפרדה פיזית קלה,,לא,מדרכה,ללא,בצד אחד,190,95.000000000000000,132.620000000000005,0.000000000000000,0,30/11/2023 00:00:00,132.622287536972124
-1,2233,0,15.010000000000000, ,1,הרצליה,6400,הרצליה,6400,דרך אלטנוילנד,0800, ,ישעיהו ליבוביץ',673623.839999999967404,181531.850000000005821,ישעיהו ליבוביץ',673629.550000000046566,181518.470000000001164,צ-מע,מעבר חציה,שמיש,אספלט,עירוני משני,מיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,50,25.000000000000000,15.010000000000000,0.000000000000000,0,30/11/2023 00:00:00,15.010273564816231
-1,2234,0,150.469999999999999, ,3,הרצליה,6400,הרצליה,6400,ישעיהו ליבוביץ',0701, ,החושלים,674092.270000000018626,181738.109999999986030, ,673958.680000000051223,181668.940000000002328,דר-מע,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,לא רלוונטי,,לא,מדרכה,ללא,אין,180,90.000000000000000,150.469999999999999,0.000000000000000,0,30/11/2023 00:00:00,150.466940021481975
-1,2235,0,6.240000000000000, ,2,הרצליה,6400,הרצליה,6400,החושלים,0715, ,הסדנאות,674062.849999999976717,181807.329999999987194,הסדנאות,674059.829999999958090,181812.790000000008149,דר-מז,מעבר חציה,שמיש,אספלט,עירוני משני,מיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,140,70.000000000000000,6.240000000000000,0.000000000000000,0,30/11/2023 00:00:00,6.236881953944715
-1,2236,0,6.220000000000000, ,1,הרצליה,6400,הרצליה,6400,החושלים,0715, ,הסדנאות,674070.630000000004657,181801.799999999988358,הסדנאות,674065.180000000051223,181804.799999999988358,דר-מז,מעבר חציה,שמיש,אספלט,עירוני משני,מיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,160,80.000000000000000,6.220000000000000,0.000000000000000,0,30/11/2023 00:00:00,6.215894026956680
-1,2237,0,248.020000000000010, ,1,הרצליה,6400,הרצליה,6400,החושלים,0715, ,הסדנאות/אחרי ת.אוטובוס,674026.150000000023283,181833.329999999987194,אריה שנקר,673911.900000000023283,182053.459999999991851,דר-מז,שביל (ג),שמיש,אספלט,עירוני משני,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה קלה,הפרדה פיזית קלה,,כן,מדרכה,ללא,בצד אחד,200,100.000000000000000,248.020000000000010,0.000000000000000,0,30/11/2023 00:00:00,248.019082649652660
-1,2238,0,10.190000000000000, ,7,הרצליה,6400,הרצליה,6400,הסדנאות,0707, ,החושלים,674047.630000000004657,181814.260000000009313,החושלים,674038.660000000032596,181809.410000000003492,דר-מע,מעבר חציה,שמיש,אספלט,עירוני משני,מיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,130,65.000000000000000,10.190000000000000,0.000000000000000,0,30/11/2023 00:00:00,10.189540764127894
-1,2239,0,21.239999999999998, ,3,הרצליה,6400,הרצליה,6400,אלן טיורינג,0136, ,ישעיהו ליבוביץ',673887.410000000032596,181659.519999999989523,ישעיהו ליבוביץ',673897.239999999990687,181640.690000000002328,צ-מע,מעבר חציה,שמיש,אספלט,עירוני משני,מיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,70,35.000000000000000,21.239999999999998,0.000000000000000,0,30/11/2023 00:00:00,21.241081464272803
-1,2240,0,36.310000000000002, ,1,הרצליה,6400,הרצליה,6400,דרך אלטנוילנד,0800, ,ישעיהו ליבוביץ',673763.510000000009313,181577.369999999995343,ישעיהו ליבוביץ',673761.739999999990687,181605.380000000004657,מזרח,מעבר חציה,שמיש,אספלט,עירוני משני,מיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,110,55.000000000000000,36.310000000000002,0.000000000000000,0,30/11/2023 00:00:00,36.307151978061761
-1,2242,0,36.289999999999999, ,1,הרצליה,6400,הרצליה,6400,שפיים,0751, ,פנחס רוזן,674602.689999999944121,182741.200000000011642, ,674608.479999999981374,182705.369999999995343,מערב,שביל (ג),שמיש,אספלט,עירוני משני,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,צמוד להולכי רגל,שביל בלבד,כן,מדרכה,ללא,אין,180,90.000000000000000,36.289999999999999,0.000000000000000,0,30/11/2023 00:00:00,36.287707270552616
-1,2243,0,30.250000000000000, ,4,הרצליה,6400,הרצליה,6400,שפיים,0751, ,עולי הגרדום,674619.530000000027940,182655.700000000011642, ,674628.390000000013970,182626.869999999995343,מערב,שביל (ג),שמיש,אספלט,עירוני משני,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה קלה,צמוד להולכי רגל,שביל בלבד,כן,מדרכה,ללא,אין,180,90.000000000000000,30.250000000000000,0.000000000000000,0,30/11/2023 00:00:00,30.252081520318491
-1,2244,0,28.829999999999998, ,1,הרצליה,6400,הרצליה,6400,שפיים,0751, ,אריק איינשטיין,674576.449999999953434,182790.809999999997672,לפני דרך משה דיין/כיכר בן,674561.839999999967404,182815.660000000003492,דר-מז,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה קלה,הפרדה פיזית קלה,,לא,מדרכה,ללא,בצד אחד,230,115.000000000000000,28.829999999999998,0.000000000000000,0,30/11/2023 00:00:00,28.829904653058087
-1,2245,0,24.590000000000000, ,2,הרצליה,6400,הרצליה,6400,שפיים,0751, ,פנחס רוזן,674608.479999999981374,182705.369999999995343, ,674613.219999999972060,182681.239999999990687,מערב,שביל (ג),שמיש,אספלט,עירוני משני,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,הפרדה פיזית קלה,שביל בלבד,כן,מדרכה,ללא,בצד אחד,180,90.000000000000000,24.590000000000000,0.000000000000000,0,30/11/2023 00:00:00,24.594415843719332
-1,2246,0,14.840000000000000, ,3,הרצליה,6400,הרצליה,6400,שפיים,0751, ,פנחס רוזן,674613.219999999972060,182681.239999999990687,עולי הגרדום,674617.050000000046566,182666.920000000012806,מערב,שביל (ג),שמיש,אספלט,עירוני משני,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,צמוד להולכי רגל,שביל בלבד,לא,מדרכה,ללא,אין,180,90.000000000000000,14.840000000000000,0.000000000000000,0,30/11/2023 00:00:00,14.838300117208375
-1,2247,0,118.870000000000005, ,1,הרצליה,6400,הרצליה,6400, , , ,שפיים,674628.390000000013970,182626.869999999995343,גבעת התחמושת,674745.449999999953434,182638.899999999994179,צפון,שביל (ג),שמיש,אספלט,שצ""פ,מחוץ לזכות הדרך,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא,מדרכה,ללא,בשני צדדים,180,90.000000000000000,118.870000000000005,0.000000000000000,0,30/11/2023 00:00:00,118.873439860306888
-1,2248,0,9.430000000000000, ,6,הרצליה,6400,הרצליה,6400,מדינת היהודים,0705, ,משכית,674750.060000000055879,182408.660000000003492, ,674752.579999999958090,182416.970000000001164,מזרח,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,אחר,ללא,משותף לאופניים והולכי רגל,לא,מדרכה,ללא,אין,200,100.000000000000000,9.430000000000000,0.000000000000000,0,30/11/2023 00:00:00,9.428991783622660
-1,2249,0,79.290000000000006, ,4,הרצליה,6400,הרצליה,6400,מדינת היהודים,0705, , ,674782.699999999953434,182306.630000000004657,לפני משכית,674760.579999999958090,182382.760000000009313,מזרח,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,אחר,הפרדה פיזית קלה,נפרד לאופניים וה""ר,לא,מדרכה,ללא,בצד אחד,200,100.000000000000000,79.290000000000006,0.000000000000000,0,30/11/2023 00:00:00,79.291875208702905
-1,2250,0,16.940000000000001, ,5,הרצליה,6400,הרצליה,6400,מדינת היהודים,0705, ,לפני משכית,674760.579999999958090,182382.760000000009313,משכית,674748.680000000051223,182391.869999999995343,דר-מז,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,אחר,ללא,משותף לאופניים והולכי רגל,לא,מדרכה,ללא,אין,200,100.000000000000000,16.940000000000001,0.000000000000000,0,30/11/2023 00:00:00,16.943815661154993
-1,2252,0,265.860000000000014, ,1,הרצליה,6400,הרצליה,6400,אלן טיורינג,0136, ,עדה לאבלייס,673758.969999999972060,181935.730000000010477, ,673854.479999999981374,181687.790000000008149,מערב,שביל (ג),שמיש,אספלט,עירוני משני,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,הפרדה פיזית קלה,,כן,מדרכה,ללא,בשני צדדים,200,100.000000000000000,265.860000000000014,0.000000000000000,0,30/11/2023 00:00:00,265.860281093599212
-1,2253,0,30.760000000000002, ,2,הרצליה,6400,הרצליה,6400,אלן טיורינג,0136, , ,673854.479999999981374,181687.790000000008149,ישעיהו ליבוביץ',673867.890000000013970,181660.109999999986030,צ-מע,שביל (ג),שמיש,אספלט,עירוני משני,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,הפרדה פיזית קלה,,לא,מדרכה,ללא,בשני צדדים,200,100.000000000000000,30.760000000000002,0.000000000000000,0,30/11/2023 00:00:00,30.761420713439485
-1,2254,0,191.879999999999995, ,3,הרצליה,6400,הרצליה,6400,עדה לאבלייס,0137, , ,673718.270000000018626,181695.489999999990687,אריה שנקר,673637.560000000055879,181869.250000000000000,דר-מז,שביל (ג),שמיש,אספלט,עירוני משני,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,צמוד להולכי רגל,,כן,מדרכה,ללא,בצד אחד,200,100.000000000000000,191.879999999999995,0.000000000000000,0,30/11/2023 00:00:00,191.878647305608183
-1,2255,0,86.040000000000006, ,2,הרצליה,6400,הרצליה,6400,אריה שנקר,0708, , ,673661.579999999958090,181910.750000000000000,אלן טיורינג,673739.410000000032596,181947.450000000011642,צ-מז,שביל (ג),שמיש,אספלט,עירוני משני,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,הפרדה פיזית קלה,,כן,מדרכה,ללא,בשני צדדים,200,100.000000000000000,86.040000000000006,0.000000000000000,0,30/11/2023 00:00:00,86.042681704252971
-1,2256,0,59.119999999999997, ,4,הרצליה,6400,הרצליה,6400,ישעיהו ליבוביץ',0701, , ,673958.680000000051223,181668.940000000002328,אלן טיורינג,673907.219999999972060,181640.160000000003492,דר-מע,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,הפרדה פיזית קלה,,לא,מדרכה,ללא,בצד אחד,190,95.000000000000000,59.119999999999997,0.000000000000000,0,30/11/2023 00:00:00,59.118502922565092
-1,2257,0,60.430000000000000, ,3,הרצליה,6400,הרצליה,6400,הסדנאות,0707, , ,674291.530000000027940,181921.380000000004657,המנופים,674237.849999999976717,181893.630000000004657,דר-מע,שביל (ג),שמיש,אספלט,עירוני משני,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,לא רלוונטי,נפרד לאופניים וה""ר,כן,מדרכה,ללא,בצד אחד,190,95.000000000000000,60.430000000000000,0.000000000000000,0,30/11/2023 00:00:00,60.426187792005173
-1,2258,0,78.109999999999999, ,2,הרצליה,6400,הרצליה,6400,הסדנאות,0707, ,הסדנאות/שדרות אבא אבן,674360.589999999967404,181957.859999999986030, ,674291.530000000027940,181921.380000000004657,דר-מע,שביל (ג),שמיש,אספלט,עירוני משני,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה קלה,הפרדה פיזית קלה,נפרד לאופניים וה""ר,כן,מדרכה,ללא,בצד אחד,190,95.000000000000000,78.109999999999999,0.000000000000000,0,30/11/2023 00:00:00,78.105264511696404
-1,2259,0,90.609999999999999, ,5,הרצליה,6400,הרצליה,6400,הסדנאות,0707, ,המנופים,674210.300000000046566,181877.779999999998836, ,674130.609999999986030,181834.750000000000000,דר-מע,שביל (ג),שמיש,אספלט,עירוני משני,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,קו הפרדה,,כן,מדרכה,ללא,בצד אחד,200,100.000000000000000,90.609999999999999,0.000000000000000,0,30/11/2023 00:00:00,90.608867406860369
-1,2260,0,63.210000000000001, ,6,הרצליה,6400,הרצליה,6400,הסדנאות,0707, , ,674130.609999999986030,181834.750000000000000,החושלים,674075.719999999972060,181803.510000000009313,דר-מע,שביל (ג),שמיש,אספלט,עירוני משני,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,קו הפרדה,,לא,מדרכה,ללא,אין,200,100.000000000000000,63.210000000000001,0.000000000000000,0,30/11/2023 00:00:00,63.211320115590297
-1,2261,0,42.479999999999997, ,2,הרצליה,6400,הרצליה,6400,שדרות אבא אבן,0713, , ,674396.510000000009313,182022.230000000010477, ,674375.969999999972060,182059.410000000003492,דר-מז,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,קו הפרדה,,לא,ביניים,ללא,אין,170,85.000000000000000,42.479999999999997,0.000000000000000,0,30/11/2023 00:00:00,42.481057956062543
-1,2262,0,25.600000000000001, ,3,הרצליה,6400,הרצליה,6400,שדרות אבא אבן,0713, , ,674375.969999999972060,182059.410000000003492,חניון מגדלי אקרשטיין,674363.569999999948777,182081.820000000006985,דר-מז,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,הפרדה פיזית קלה,,לא,ביניים,ללא,בצד אחד,170,85.000000000000000,25.600000000000001,0.000000000000000,0,30/11/2023 00:00:00,25.603393776351773
-1,2263,0,43.869999999999997, ,5,הרצליה,6400,הרצליה,6400,שדרות אבא אבן,0713, ,אחרי ת.אוטובוס אבא אבן/,674328.209999999962747,182138.940000000002328,משכית,674305.229999999981374,182176.309999999997672,דר-מז,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה כבדה,לא רלוונטי,,לא,מדרכה,ללא,אין,170,85.000000000000000,43.869999999999997,0.000000000000000,0,30/11/2023 00:00:00,43.870001455361162
-1,2265,0,8.350000000000000, ,3,הרצליה,6400,הרצליה,6400,שפיים,0751, ,דרך משה דיין,674534.500000000000000,182830.750000000000000,דרך משה דיין,674530.040000000037253,182837.809999999997672,דר-מז,מעבר חציה,שמיש,אספלט,עירוני ראשי,מיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,לא רלוונטי,,לא רלוונטי,מיסעה,ללא,לא רלוונטי,190,95.000000000000000,8.350000000000000,0.000000000000000,0,30/11/2023 00:00:00,8.350133392379627
-1,2266,0,23.370000000000001, ,1,הרצליה,6400,הרצליה,6400,דרך משה דיין,0775, ,שפיים//כיכר בן עמי,674526.589999999967404,182843.269999999989523,שפיים//כיכר בן עמי,674534.380000000004657,182863.859999999986030,מזרח,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד לדופן המגרש,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,צמוד להולכי רגל,שביל בלבד,לא,מדרכה,ללא,בצד אחד,190,95.000000000000000,23.370000000000001,0.000000000000000,0,30/11/2023 00:00:00,23.371328002290351
-1,2267,0,116.730000000000004, ,2,הרצליה,6400,הרצליה,6400,דרך משה דיין,0775, ,שפיים//כיכר בן עמי,674542.459999999962747,182869.459999999991851,אחרי ת.אוטובוס/גשר הלולאו,674646.209999999962747,182914.070000000006985,צ-מז,שביל (ג),שמיש,אספלט,עירוני משני,במדרכה בצמוד לדופן המגרש,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,צמוד להולכי רגל,,לא,מדרכה,ללא,בצד אחד,210,105.000000000000000,116.730000000000004,0.000000000000000,0,30/11/2023 00:00:00,116.731876158835803
-1,2268,0,27.190000000000001, ,2,הרצליה,6400,הרצליה,6400,שפיים,0751, ,לפני דרך משה דיין/כיכר,674559.839999999967404,182815.470000000001164,דרך משה דיין/כיכר בן עמי,674536.859999999986030,182824.160000000003492,דרום,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד לדופן המגרש,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,לא רלוונטי,צמוד להולכי רגל,שביל בלבד,לא,מדרכה,ללא,אין,190,95.000000000000000,27.190000000000001,0.000000000000000,0,30/11/2023 00:00:00,27.186783332457857
-1,2271,0,191.740000000000009, ,1,הרצליה,6400,הרצליה,6400,דרך משה דיין,0775, ,שפיים//כיכר בן עמי,674536.859999999986030,182824.160000000003492,יפה ירקוני,674379.219999999972060,182715.679999999993015,דר-מע,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה קלה,הפרדה פיזית קלה,שביל בלבד,לא,מדרכה,ללא,אין,110,55.000000000000000,191.740000000000009,0.000000000000000,0,30/11/2023 00:00:00,191.738961675145617
-1,2272,0,154.710000000000008, ,2,הרצליה,6400,הרצליה,6400,דרך משה דיין,0775, ,יפה ירקוני,674339.270000000018626,182693.929999999993015,שדרות שבעת הכוכבים,674197.760000000009313,182635.119999999995343,דרום,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה קלה,הפרדה פיזית קלה,שביל בלבד,לא,ביניים,ללא,אין,110,55.000000000000000,154.710000000000008,0.000000000000000,0,30/11/2023 00:00:00,154.714591894837667
-1,2273,0,187.759999999999991, ,1,הרצליה,6400,הרצליה,6400,שדרות שבעת הכוכבים,0538,541,דרך משה דיין,674194.010000000009313,182630.670000000012806,יציאה לכביש 2,674179.920000000041910,182448.660000000003492,מערב,שביל (ג),שמיש,אספלט,עירוני ראשי,במדרכה בצמוד למיסעה,דו כיווני,לא רלוונטי,בשני כיווני הנסיעה,מפרדה קלה,קו הפרדה,שביל בלבד,לא,ביניים,ללא,אין,110,55.000000000000000,187.759999999999991,0.000000000000000,0,30/11/2023 00:00:00,187.762114072265831
